Rainfall,Year,Month
33.3886,2001,Nov
10.0246,2001,Dec
21.3356,2002,Jan
11.3672,2002,Feb
14.8608,2002,Mar
72.5734,2002,Apr
65.1266,2002,May
54.7812,2002,Jun
112.317,2002,Jul
118.721,2002,Aug
61.9945,2002,Sep
84.0782,2002,Oct
21.889,2002,Nov
31.7752,2002,Dec
8.11702,2003,Jan
11.096,2003,Feb
30.1693,2003,Mar
82.8489,2003,Apr
31.8225,2003,May
103.541,2003,Jun
138.615,2003,Jul
121.267,2003,Aug
109.05,2003,Sep
46.1923,2003,Oct
13.3834,2003,Nov
23.7186,2003,Dec
19.1215,2004,Jan
11.8664,2004,Feb
22.922,2004,Mar
101.115,2004,Apr
50.5853,2004,May
63.2117,2004,Jun
116.864,2004,Jul
123.609,2004,Aug
84.4586,2004,Sep
151.979,2004,Oct
35.9666,2004,Nov
12.3934,2004,Dec
15.6434,2005,Jan
12.2268,2005,Feb
58.3309,2005,Mar
82.0221,2005,Apr
100.251,2005,May
79.5135,2005,Jun
143.793,2005,Jul
158.41,2005,Aug
97.8008,2005,Sep
52.7352,2005,Oct
22.5161,2005,Nov
1.14103,2005,Dec
4.46865,2006,Jan
8.83681,2006,Feb
56.7272,2006,Mar
74.8233,2006,Apr
89.0625,2006,May
62.9563,2006,Jun
156.99,2006,Jul
144.498,2006,Aug
118.966,2006,Sep
86.7343,2006,Oct
25.3234,2006,Nov
33.7471,2006,Dec
13.7465,2007,Jan
14.4208,2007,Feb
33.614,2007,Mar
69.3214,2007,Apr
93.3672,2007,May
91.2978,2007,Jun
157.72,2007,Jul
141.267,2007,Aug
106.996,2007,Sep
89.7101,2007,Oct
17.6995,2007,Nov
2.58385,2007,Dec
8.9414,2008,Jan
4.24405,2008,Feb
12.9991,2008,Mar
57.5267,2008,Apr
150.793,2008,May
83.3135,2008,Jun
132.398,2008,Jul
140.312,2008,Aug
80.4584,2008,Sep
85.7889,2008,Oct
61.1245,2008,Nov
9.78219,2008,Dec
19.3869,2009,Jan
15.1666,2009,Feb
22.1101,2009,Mar
47.7874,2009,Apr
60.2619,2009,May
72.3055,2009,Jun
132.124,2009,Jul
152.484,2009,Aug
69.9722,2009,Sep
95.7992,2009,Oct
29.5932,2009,Nov
16.1605,2009,Dec
8.854,2010,Jan
41.1175,2010,Feb
48.2892,2010,Mar
75.6926,2010,Apr
84.0975,2010,May
81.0442,2010,Jun
127.877,2010,Jul
149.218,2010,Aug
75.9778,2010,Sep
85.1058,2010,Oct
38.889,2010,Nov
25.3842,2010,Dec
11.4171,2011,Jan
3.55553,2011,Feb
29.4299,2011,Mar
103.117,2011,Apr
113.514,2011,May
72.0473,2011,Jun
104.357,2011,Jul
142.182,2011,Aug
124.664,2011,Sep
23.7617,2011,Oct
47.5038,2011,Nov
23.9683,2011,Dec
11.6716,2012,Jan
18.8946,2012,Feb
35.2471,2012,Mar
104.964,2012,Apr
92.3048,2012,May
68.4615,2012,Jun
151.486,2012,Jul
148.335,2012,Aug
103.658,2012,Sep
69.7512,2012,Oct
31.6357,2012,Nov
16.1895,2012,Dec
14.129,2013,Jan
5.23156,2013,Feb
59.8015,2013,Mar
71.5928,2013,Apr
194.38,2013,May
76.1626,2013,Jun
112.563,2013,Jul
164.097,2013,Aug
70.4312,2013,Sep
134.954,2013,Oct
58.9113,2013,Nov
1.9579,2013,Dec
5.3828,2014,Jan
26.5242,2014,Feb
47.1488,2014,Mar
109.016,2014,Apr
117.512,2014,May
36.2087,2014,Jun
136.738,2014,Jul
152.909,2014,Aug
109.962,2014,Sep
150.472,2014,Oct
19.6398,2014,Nov
13.0484,2014,Dec
1.41677,2015,Jan
3.61123,2015,Feb
28.0168,2015,Mar
41.1128,2015,Apr
138.3,2015,May
100.23,2015,Jun
108.773,2015,Jul
147.431,2015,Aug
95.9691,2015,Sep
81.9169,2015,Oct
39.4774,2015,Nov
16.6415,2015,Dec
13.9823,2016,Jan
9.75662,2016,Feb
24.9484,2016,Mar
159.079,2016,Apr
153.47,2016,May
69.3222,2016,Jun
142.517,2016,Jul
154.713,2016,Aug
88.5419,2016,Sep
47.1536,2016,Oct
34.5614,2016,Nov
25.2593,2016,Dec
